what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.datatools.sqltools.db.derby.ui,1.0.0.v200906020900,"org.eclipse.datatools.sqltools.db.derby.ui",1418208366574
stopped,bundle,org.eclipse.datatools.sqltools.db.generic.ui,1.0.0.v200906020900,"org.eclipse.datatools.sqltools.db.generic.ui",1418208366574
stopped,bundle,org.eclipse.datatools.sqltools.routineeditor.ui,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.routineeditor.ui",1418208366574
stopped,bundle,org.eclipse.datatools.sqltools.sqlbuilder,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.sqlbuilder",1418208366574
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.ui,1.0.1.v200906111145,"org.eclipse.datatools.enablement.sybase.asa.ui",1418208366574
stopped,bundle,org.eclipse.datatools.enablement.sybase.ase.ui,1.0.1.v200906020900,"org.eclipse.datatools.enablement.sybase.ase.ui",1418208366574
stopped,bundle,org.eclipse.datatools.sqltools.ddlgen.ui,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.ddlgen.ui",1418208366574
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.debugger.core",1418208366574
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui.pages,1.1.0.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui.pages",1418208366574
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui,1.1.0.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui",1418208366574
stopped,bundle,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.sqlscrapbook",1418208366574
stopped,bundle,org.eclipse.datatools.sqltools.sqleditor,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.sqleditor",1418208366574
stopped,bundle,org.eclipse.datatools.sqltools.editor.core.ui,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.editor.core.ui",1418208366574
stopped,bundle,org.eclipse.datatools.sqltools.plan,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.plan",1418208366574
stopped,bundle,org.eclipse.datatools.sqltools.data.ui,1.1.1.v200906022302,"org.eclipse.datatools.sqltools.data.ui",1418208366574
stopped,bundle,org.eclipse.datatools.sqltools.tabledataeditor,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.tabledataeditor",1418208366574
stopped,bundle,org.eclipse.datatools.sqltools.result.ui,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.result.ui",1418208366574
stopped,bundle,org.eclipse.datatools.sqltools.common.ui,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.common.ui",1418208366574
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1418208366574
stopped,bundle,org.eclipse.wst.server.preview.adapter,1.1.0.v20090311b,"org.eclipse.wst.server.preview.adapter",1418208366574
stopped,bundle,org.eclipse.wst.server.http.ui,1.0.200.v20090113,"org.eclipse.wst.server.http.ui",1418208366574
stopped,bundle,org.eclipse.wst.server.ui,1.1.102.v20090515,"org.eclipse.wst.server.ui",1418208366574
stopped,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1418208366589
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.1.0.v20090617-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1418208366589
stopped,bundle,org.eclipse.rse.subsystems.files.dstore,2.1.100.v200905272300,"org.eclipse.rse.subsystems.files.dstore",1418208366589
